Date,Region,Report_Text
08/25/2022,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
08/26/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
08/27/2022,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
08/28/2022,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
08/29/2022,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/29/2022,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/29/2022,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
08/31/2022,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
09/01/2022,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
09/04/2022,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
09/04/2022,CISO,Cyber event that could potentially impact electric power system adequacy or reliability
09/05/2022,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
09/06/2022,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
09/06/2022,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
09/06/2022,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
09/06/2022,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
09/06/2022,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
09/06/2022,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
09/07/2022,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
09/07/2022,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
09/07/2022,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
09/07/2022,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
09/07/2022,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
09/08/2022,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
09/08/2022,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
09/08/2022,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
09/09/2022,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
09/10/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
09/11/2022,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
09/13/2022,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
09/15/2022,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
09/16/2022,CISO,Complete loss of Interpersonal Communication and Alternative Interpersonal Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more.
09/16/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
09/21/2022,TRE/SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
09/22/2022,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
